title,harga,alamat,parkir motor,kamar tidur,kamar mandi,jmlh lantai,luas bangunan,luas tanah
rumah baru indent lantai dua di batubulan,1100000000.0,"BATUBULAN, GIANYAR",8.0,3.0,3.0,2.0,130.0,100.0
rumah lantai 1 dikawasan batubulan gianyar bali,1838797000.0,"SUKAWATI, GIANYAR",4.0,3.0,2.0,1.0,85.0,100.0
"rumah modern style villa dekat baypass ida bagus mantra, gianyar",1658838000.0,"GIANYAR, GIANYAR",20.0,4.0,4.0,1.0,175.0,220.0
dijual rumah siap huni lokasi batubulan,685000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,65.0,100.0
rumah cantik 1 lantai style bali di batubulan gianyar,1200000000.0,"BATUBULAN, GIANYAR",4.0,3.0,1.0,1.0,162.0,200.0
rumah villa lokasi di batubulan gianyar dekat kota denpasar,1850000000.0,"SUKAWATI, GIANYAR",8.0,4.0,3.0,2.0,260.0,130.0
rumah lantai 2 harga 595 jt singapadu gianyar,600000000.0,"SINGAPADU, GIANYAR",8.0,3.0,2.0,2.0,120.0,100.0
rumah baru di area campuhan saba gianyar,1200000000.0,"GIANYAR, GIANYAR",8.0,3.0,2.0,2.0,110.0,100.0
rumah modern 2 kamar tidur di kompleks beachside ketewel dijual hak milik,2650000000.0,"KETEWEL, GIANYAR",10.0,2.0,3.0,1.0,162.0,168.0
dijual rumah murah one gate sistem di gianyar,455000000.0,"BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
rumah modern minimalis di pering blah batu gianyar,2500000000.0,"BLAHBATUH, GIANYAR",6.0,4.0,4.0,2.0,320.0,220.0
rumah murah luas tanah 1 are di blahbatuh gianyar,575000000.0,"BLAHBATUH, GIANYAR",20.0,2.0,2.0,1.0,55.0,115.0
dijual rumah dikawasan batuyang gang pipit batubulan gianyar bali,625000000.0,"BATUBULAN, GIANYAR",4.0,3.0,1.0,1.0,90.0,90.0
dijual rumah cantik sangat murah di ketewel gianyar,750000000.0,"KETEWEL SUKAWATI KETEWEL, GIANYAR",8.0,2.0,1.0,1.0,70.0,80.0
dijual rumah siap huni minimalis area batubulan,700000000.0,"BATUBULAN, DENPASAR BATUBULAN, GIANYAR",8.0,3.0,2.0,1.0,90.0,100.0
rumah dijual murah gianyar bali 3 kt 500 juta,515000000.0,"BITERA GIANYAR, GIANYAR",20.0,3.0,2.0,1.0,60.0,100.0
rumah murah di kelaci batubulan harga all-in,550000000.0,"BATUBULAN, GIANYAR",4.0,2.0,1.0,1.0,45.0,70.0
rumah dijual di gianyar bali semi villa type 42/99 bali,375000000.0,"PAYANGAN, GIANYAR",20.0,2.0,1.0,1.0,45.0,99.0
"dijual rumah murah, bonus melimpah, akses mudah di batubulan, bali",685000000.0,"BATU ASRI, BATUBULAN, SUKAWATI, GIANYAR, BALI BATUBULAN, GIANYAR",10.0,3.0,2.0,1.0,65.0,100.0
rumah murah di batubulan,550000000.0,"SUKAWATI, GIANYAR",10.0,2.0,1.0,1.0,45.0,80.0
rumah murah di batubulan,550000000.0,"BATUBULAN UBUD, GIANYAR",4.0,2.0,1.0,1.0,45.0,80.0
rumah batubulan gianyar bali near sanur denpasar renon id:b-08 sale jual,950000000.0,"BATUBULAN, GIANYAR",4.0,3.0,3.0,2.0,150.0,100.0
rumah siap huni di sasih batu bulan,750000000.0,"BATUBULAN, GIANYAR",10.0,3.0,2.0,1.0,70.0,100.0
rumah 2 lantai harga murah all in di batubulan sukawati,875000000.0,GIANYAR,4.0,3.0,2.0,2.0,115.0,125.0
rumah di batubulan,1800000000.0,"BATUBULAN, GIANYAR",4.0,4.0,2.0,2.0,240.0,250.0
id:a-705 for sale rumah batubulan sukawati gianyar bali near gatsu,950000000.0,"JALAN SMKI BATUBULAN SUKAWATI GIANYAR BALI BATUBULAN, GIANYAR",10.0,3.0,2.0,1.0,70.0,100.0
jual rumah lantai 2 di pering gianyar bali,1150000000.0,"GIANYAR, GIANYAR",8.0,3.0,2.0,2.0,130.0,100.0
"rumah minimalis area batubulan, sukawati gianyar",670000000.0,"BATUBULAN, GIANYAR",4.0,2.0,2.0,1.0,65.0,100.0
miliki sekarang juga rumah 2 lantai harga 900jtan dekat terminal batubulan,965000000.0,"GANG DEWI UMA, BATUBULAN, SUKAWATI GIANYAR SUKAWATI, GIANYAR",10.0,3.0,2.0,2.0,115.0,100.0
sale rumah ala villa di ubud bali bisa longlease,3500000000.0,"UBUD, GIANYAR",4.0,3.0,3.0,2.0,160.0,175.0
"rumah murah siap huni dekat aero park di gianyar, bali",340000000.0,"KERAMAS, GIANYAR, BALI KERAMAS, GIANYAR",10.0,2.0,1.0,1.0,36.0,65.0
rumah cantik 2 lantai 10 menit ke pantai sanur,965000000.0,"SUKAWATI SUKAWATI, GIANYAR",10.0,3.0,2.0,2.0,115.0,100.0
dijual rumah baru minimalis di kawasan batubulan bali,670000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,75.0,100.0
rumah murah batubulan 2 kamar tidur dekat rs ganesha,495000000.0,"GIANYAR, GIANYAR",4.0,2.0,1.0,1.0,45.0,55.0
rumah siap huni tanah 1are di batu bulan,690000000.0,JALAN TAMAN INTAN PASEKAN PATU BULAN GIANYAR,20.0,3.0,2.0,1.0,60.0,100.0
rumah murah belakang rumah sakit ganesha batubulan,615000000.0,"BATUBULAN, GIANYAR",10.0,2.0,1.0,1.0,50.0,80.0
dijual rumah baru free pajak kawasan batu bulan gianyar strategis,665000000.0,"BATUBULAN, GIANYAR",10.0,3.0,2.0,1.0,70.0,100.0
jual cepat rumah 2 lantai under 1m di batubulan bali,965000000.0,"BATUBULAN, GIANYAR",8.0,4.0,2.0,2.0,115.0,100.0
rumah bagus setrategis jalan besar batubulan,750000000.0,"BATUBULAN, GIANYAR",10.0,3.0,2.0,1.0,70.0,100.0
"dijual rumah indent view sawah include pajak mulai 500 jtan batubulan,",595000000.0,"BATUBULAN, GIANYAR",20.0,3.0,2.0,1.0,55.0,100.0
"dijual rumah minimalis 1 lantai area batu bulan gianyar, bali",850000000.0,"BATUBULAN, GIANYAR",20.0,3.0,2.0,1.0,90.0,150.0
rumah mersanen minimalis luas tanah 75m2 lokasi ida bagus mantra,435000000.0,"GIANYAR, GIANYAR",4.0,2.0,2.0,2.0,50.0,75.0
rumah konsep bali modern murah di gianyar dekat stadion,575000000.0,"BLAHBATUH, GIANYAR",20.0,2.0,2.0,1.0,55.0,115.0
rumah inden lantai 2 murah di gianyar dekat denpasar,875000000.0,"SUKAWATI, GIANYAR",4.0,3.0,2.0,2.0,115.0,125.0
rumah 2 lantai full furnsihed desain minimalis daerah batubulan,590000000.0,"BATUBULAN, GIANYAR",10.0,2.0,2.0,2.0,80.0,57.0
rumah cantik paling murah dekat bypass ida bagus mantra,425000000.0,"SUKAWATI, GIANYAR-BALI SUKAWATI, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
"dijual rumah indent & tanah kavling include pajak hrg 400 jtan pering,",485000000.0,"PERING, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
rumah siap huni batubulan,740000000.0,"BATUBULAN, GIANYAR",10.0,3.0,2.0,1.0,70.0,100.0
rumah murah buc lokasi di gandapura supratman kota denpasar timur,1300000000.0,"SUKAWATI, GIANYAR",4.0,4.0,3.0,1.0,150.0,160.0
rumah kawasan villa di kemenuh ubud gianyar,2000000000.0,"UBUD, GIANYAR",20.0,2.0,2.0,1.0,150.0,200.0
rumah di bypass gianyar dekat pantai,1150000000.0,"JALAN RAYA PERING BYPASS IB MANTRA BLAHBATUH, GIANYAR",8.0,3.0,2.0,2.0,130.0,100.0
rumah strategis dekat halte bus batubulan,550000000.0,"SUKAWATI, GIANYAR",20.0,2.0,1.0,1.0,40.0,100.0
rumah indent batubulan,795000000.0,"BATUBULAN, GIANYAR",8.0,3.0,2.0,2.0,80.0,75.0
rumah siap huni di batu bulan,665000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,65.0,100.0
dijual rumah elegant semi furnish di harmony residence bali villa,2350000000.0,"HARMONY RESIDENCE BALI VILLA SUKAWATI, GIANYAR",4.0,2.0,2.0,1.0,162.0,168.0
for sale rumah modern minimalis berlokasi di batubulan,560000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,50.0,75.0
rumah 500jutaan siap huni di batubulan akses mobil,560000000.0,"SUKAWATI, GIANYAR",10.0,2.0,1.0,1.0,50.0,78.0
rumah inden desain modern harga murah di batubulan,685000000.0,"SUKAWATI, GIANYAR",4.0,3.0,2.0,2.0,65.0,100.0
rumah lokasi di batubulan dekat jalan utama batubulan gianyar,800000000.0,"SUKAWATI, GIANYAR",8.0,3.0,2.0,2.0,100.0,75.0
rumah hook 200m2 di batubulan,1300000000.0,"BATUBULAN, GIANYAR",10.0,4.0,3.0,1.0,180.0,200.0
rumah second lantai 1 asri dan nyaman dikawasan batubulan kangin,750000000.0,"BATUBULAN KANGIN, GIANYAR",20.0,3.0,1.0,1.0,80.0,150.0
dijual rumah murah lokasi ubud central kedewatan gianyar bali,1100000000.0,"JALAN RAYA KEDEWATAN I, GIANYAR 80571, INDONESIA UBUD, GIANYAR",20.0,4.0,2.0,1.0,123.0,200.0
dijual rumah second dikawasan pasekan batubulan,750000000.0,"BATUBULAN, GIANYAR",20.0,3.0,1.0,1.0,80.0,150.0
dijual rumah dikawasan batubulan,670000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,60.0,100.0
jual rumah di jalan cinderawasih kabupaten gianyar bali,723000000.0,"JL. CENDRAWASIH, BENG - ANNA VANGOGH GIANYAR, GIANYAR",8.0,3.0,2.0,2.0,130.0,100.0
rumah siap huni murah di sukawati dekat bali zoo,580000000.0,"SUKAWATI, GIANYAR",4.0,3.0,2.0,1.0,50.0,75.0
rumah di jual murah lokasi di penatih dekat tohpati kota denpasar,550000000.0,"SUKAWATI, GIANYAR",10.0,2.0,1.0,1.0,50.0,80.0
rumah luas 125 m² lokasi sanur kota denpasar timur,1050000000.0,"SUKAWATI, GIANYAR",20.0,3.0,2.0,1.0,60.0,125.0
rumah exclusive semi villa di ubud bali,2200000000.0,"UBUD, GIANYAR",6.0,2.0,2.0,2.0,160.0,120.0
miliki sekarang juga rumah 2 lantai harga 900jtan dekat terminal batub,965000000.0,"SUKAWATI, GIANYAR",8.0,3.0,2.0,2.0,115.0,100.0
rumah siap huni di dekat clandys batu bulan,690000000.0,"BATUBULAN, GIANYAR",10.0,3.0,2.0,1.0,70.0,100.0
rumah baru blahbatu gianyar bali,2200000000.0,"BELEGA KEL., BLAHBATUH, GIANYAR, INDONESIA BLAHBATUH, GIANYAR",20.0,3.0,2.0,1.0,142.0,200.0
rumah murah luas tanah 1 are di blahbatuh gianyar,615000000.0,"BLAHBATUH, GIANYAR",20.0,2.0,2.0,1.0,55.0,115.0
rumah 5 kt dalam komplek perumahan security 24 jam,1325000000.0,"BATUBULAN, GIANYAR",10.0,5.0,4.0,2.0,154.0,99.0
"dijual cepat rumah siap huni, bebas pajak, dekat rs ganesha, bali",615000000.0,"DEKAT RS GANESHA, BATUBULAN, SUKAWATI, GIANYAR, BALI SUKAWATI, GIANYAR",10.0,2.0,1.0,1.0,50.0,80.0
rumah minimalis di batuyang batubulan gianyar,1300000000.0,"JALAN BATUYANG, GIANYAR 80582, INDONESIA BATUBULAN, GIANYAR",10.0,4.0,3.0,1.0,180.0,200.0
rumah baru gress dekat terminal batu bulan,690000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,85.0,100.0
rumah baru lantai 1 dikawasan batubulan gianyar bali,670000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,65.0,100.0
dijual perumahan one gate under 500jt dekat kota gianyar,455000000.0,"BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
rumah lantai 2 siap huni di ubud,2700000000.0,"MAS, GIANYAR",8.0,3.0,3.0,2.0,200.0,183.0
rumah cantik gianyar,2400000000.0,"GIANYAR, INDONESIA GIANYAR, GIANYAR",4.0,4.0,2.0,1.0,185.0,200.0
rumah one gate sistem di perumahan citraland ubung denpasar,2750000000.0,"UBUD, GIANYAR",8.0,3.0,3.0,2.0,148.0,128.0
rumah murah siap huni 580 jutaan di batubulan gianyar,580000000.0,"SUKAWATI, GIANYAR",4.0,3.0,2.0,1.0,50.0,75.0
dijual rumah murah di pring river reciden,1150000000.0,"PERING, GIANYAR",8.0,3.0,2.0,2.0,130.0,100.0
rumah baru di area campuhan saba gianyar,1200000000.0,"SABA, GIANYAR",10.0,3.0,2.0,2.0,110.0,100.0
dijual rumah baru siap huni style villa di kawasan batubulan gianyar,675000000.0,"SUKAWATI, GIANYAR",4.0,3.0,2.0,1.0,60.0,100.0
rumah baru lantai 1 di area batubulan gianyar bali,725000000.0,"SUKAWATI, GIANYAR",10.0,3.0,2.0,1.0,70.0,100.0
"jual rumah di guwang gianyar, luas 87 m2 dan siap huni",445000000.0,"JALAN RAYA GUWANG, GIANYAR 80582, INDONESIA GUWANG, GIANYAR",20.0,2.0,1.0,1.0,36.0,87.0
"rumah bagus dijual area batubulan, sukawati gianyar",630000000.0,"SUKAWATI, GIANYAR",10.0,2.0,1.0,1.0,45.0,75.0
"rumah bagus dijual area batubulan, sukawati gianyar",630000000.0,"BATUBULAN, GIANYAR",10.0,2.0,1.0,1.0,45.0,75.0
dijual rumah cluster di ubud - damara village ubud alaya collection,3871000000.0,"KEDEWATAN, GIANYAR",10.0,2.0,3.0,2.0,104.0,103.0
rumah siap huni belakang rs ganesha batubulan bali,615000000.0,"SUKAWATI, GIANYAR",10.0,2.0,1.0,1.0,50.0,80.0
dijual rumah 150m2 di pasekan batubulan,750000000.0,"BATUBULAN, GIANYAR",20.0,2.0,1.0,1.0,80.0,150.0
rumah 2 lantai dikawasan batuyang gianyar bali,1300000000.0,"BATUBULAN KANGIN, GIANYAR",10.0,4.0,3.0,2.0,180.0,200.0
rumah di pantai saba ketewel gianyar,1900000000.0,"SABA, GIANYAR",8.0,3.0,4.0,1.0,110.0,121.0
dijual / disewakan rumah di taman nuansa tjampuhan - hsfo,1200000000.0,"PERUMAHAN TAMAN NUANSA TJAMPUHAN, GIANYAR 80581, INDONESIA PERING, GIANYAR",20.0,3.0,3.0,2.0,150.0,200.0
jual rumah 2 lantai di batubulan gianyar,700000000.0,"BATUBULAN KANGIN KEL., SUKAWATI, GIANYAR, INDONESIA BATUBULAN KANGIN, GIANYAR",8.0,4.0,2.0,2.0,185.0,100.0
dijual 2 rumah ready unit strategis pool 600 jt/unit sukawati gianyar,600000000.0,"SUKAWATI, GIANYAR",4.0,1.0,1.0,1.0,60.0,100.0
dijual rumah cantik mjinimalis under 500jt di kota gianyar,455000000.0,"BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
dijual rumah di taman nuansa tjampuhan pantai saba gianyar,1200000000.0,"JALAN PANTAI SABA, GIANYAR 80581, INDONESIA SABA, GIANYAR",20.0,3.0,3.0,2.0,150.0,200.0
rumah semi villa view cantik di tegenungan gianyar,2100000000.0,"SUKAWATI, GIANYAR",8.0,2.0,2.0,2.0,230.0,100.0
dijual rumah siap huni harga murah di celuk batubulan,640000000.0,"SUKAWATI, GIANYAR",20.0,2.0,1.0,1.0,50.0,100.0
hunian sangat strategis dekat rumah sakit kasih ibu saba,1300000000.0,"BLAHBATUH, GIANYAR",20.0,3.0,2.0,1.0,150.0,200.0
rumah 3 kamar di pering gianyar,1150000000.0,"GIANYAR PERING, GIANYAR",10.0,3.0,2.0,1.0,72.0,100.0
rumah modern lantai 1,650000000.0,"GIANYAR, INDONESIA GIANYAR",4.0,2.0,2.0,1.0,65.0,100.0
rumah second lantai 1 dikawasan batubulan gianyar bali,570000000.0,"BATUBULAN, GIANYAR",4.0,3.0,1.0,1.0,65.0,103.0
"dijual rumah villa damara village ubud alaya collection di ubud, bali lt 126m2 (3br) shm rp 5m",5000000000.0,"UBUD, GIANYAR",4.0,3.0,3.0,2.0,126.0,126.0
dijual rumah villa damara village di ubud,3500000000.0,"UBUD, GIANYAR",8.0,2.0,3.0,2.0,104.0,100.0
dijual rumah lantai 2 dikawasan batubulan,850000000.0,"BATUBULAN, GIANYAR",4.0,4.0,3.0,2.0,120.0,72.0
dijual rumah dikawasan batubulan,665000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,60.0,100.0
jual rumah baru type 45 2 kamar batubulan sukawati gianyar,550000000.0,"BATUBULAN KEL., SUKAWATI, GIANYAR, INDONESIA SUKAWATI, GIANYAR",4.0,2.0,1.0,1.0,45.0,64.0
rumah buc lokasi di supratman dekat gatsu kota denpasar timur,1100000000.0,"SUKAWATI, GIANYAR",4.0,2.0,3.0,1.0,150.0,160.0
"rumah baru indent gandapura, kesiman kota denpasar",950000000.0,"SUKAWATI, GIANYAR",8.0,3.0,2.0,2.0,100.0,74.0
rumah baru desain minimalis lokasi di sasih batubulan gianyar,750000000.0,"SUKAWATI, GIANYAR",8.0,3.0,2.0,2.0,90.0,75.0
"rumah baru lantai 2 lokasi di jalan siulan pnatih , kota dnpasar timur",525000000.0,"SUKAWATI, GIANYAR",4.0,2.0,1.0,2.0,45.0,50.0
rumah baru lokasi renon pusat kota denpasar,850000000.0,"SUKAWATI, GIANYAR",8.0,3.0,2.0,2.0,60.0,50.0
rumah di batubulan gianyar bali,1200000000.0,"SUKAWATI, GIANYAR",4.0,3.0,1.0,1.0,162.0,200.0
"jual rumah 2 lantai, luas 1 are di pering gianyar dekat by pass",1150000000.0,"GIANYAR BALI PERING, GIANYAR",8.0,3.0,2.0,2.0,130.0,100.0
rumah 2 lantai di kawasan pering gianyar bali,1150000000.0,"PERING, GIANYAR",8.0,3.0,2.0,2.0,130.0,100.0
for sale rumah masih baru 2are sudah dak 2lt belega blahbatuh gianyar,2200000000.0,"JL BLEGA BLAHBATUH GIANYAR BALI BLAHBATUH, GIANYAR",20.0,3.0,3.0,2.0,142.0,200.0
rumah villa modern minimalis di gianyar batubulan bali.,2100000000.0,"BATUBULAN KEL., SUKAWATI, GIANYAR, INDONESIA BATUBULAN, GIANYAR",10.0,3.0,4.0,2.0,300.0,130.0
unit terbatas rumah cantik type besar termurah di gianyar bali,515000000.0,"SUKAWATI, GIANYAR, BALI SUKAWATI, GIANYAR",20.0,2.0,1.0,1.0,60.0,100.0
for sale rumah cantik berlokasi di sukawati,1200000000.0,"SUKAWATI SUKAWATI, GIANYAR",4.0,4.0,3.0,2.0,160.0,100.0
dijual rumah saba ketewel,1900000000.0,"KETEWEL, GIANYAR",4.0,3.0,4.0,1.0,110.0,121.0
dijual rumah semi villa lokasi kemenuh gianyar bali,1100000000.0,"JALAN DESA KEMENUH, GIANYAR 80582, INDONESIA KEMENUH, GIANYAR",8.0,4.0,4.0,2.0,200.0,180.0
rumah lantai 2 deket obyek wisata,2000000000.0,"KEMENUH, GIANYAR",20.0,2.0,2.0,2.0,150.0,200.0
dijual rumah minimalis dikawasan batubulan gianyar bali,1300000000.0,"BATUBULAN, GIANYAR",10.0,4.0,3.0,1.0,180.0,200.0
dijual rumah lantai 1 minimalis dikawasan batubulan,650000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,65.0,100.0
dijual rumah siap huni di kawasan pasekan batubulan,685000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,65.0,100.0
"rumah lantai 2 dengan view sawah lokasi blahbatuh, gianyar",2400000000.0,"JLN. SABA BLAHBATUH, GIANYAR - BALI BLAHBATUH, GIANYAR",10.0,4.0,3.0,2.0,350.0,370.0
rumah baru lantai 1 siap huni di pasekan sukawati gianyar,685000000.0,"BATUBULAN KANGIN, GIANYAR",4.0,3.0,2.0,1.0,65.0,100.0
for sale rumah balinese style berlokasi di batubulan,1200000000.0,"BATUBULAN, GIANYAR",4.0,3.0,1.0,1.0,162.0,200.0
dijual rumah lokasi tenang dan nyaman di gianyar,2350000000.0,"GIANYAR GIANYAR, GIANYAR",4.0,4.0,1.0,1.0,185.0,200.0
rumah siap huni bonus canopy dan kitchen set di batubulan,650000000.0,"BATUBULAN KANGIN, GIANYAR, BALI BATUBULAN KANGIN, GIANYAR",10.0,3.0,2.0,1.0,65.0,100.0
jual rumah minimalis area gianyar ubud,480000000.0,GIANYAR,10.0,2.0,1.0,1.0,60.0,90.0
dijual rumah siap huni di keramas bali,340000000.0,"KERAMAS, GIANYAR",4.0,2.0,1.0,1.0,36.0,65.0
dijual rumah desain minimalis siap huni area batubulan,590000000.0,"BATUBULAN, GIANYAR",8.0,2.0,2.0,2.0,80.0,57.0
rumah lantai 1 siap huni di batubulan,2200000000.0,"BATUBULAN, GIANYAR",20.0,2.0,2.0,1.0,100.0,150.0
"rumah 2 lantai, style villa, dekat ubud di batubulan, bali",930000000.0,"PONDOK BATUASRI, BATUBULAN, GIANYAR BATUBULAN, GIANYAR",8.0,4.0,3.0,2.0,90.0,100.0
rumah murah 400 jutaan dekat pusat kota gianyar,455000000.0,"JALAN SAWO, BITERA BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
rumah 3 kamar view samping pesawahan lokasi gianyar kota,624500000.0,"JALAN MULAWARMAN, GIANYAR 80515, INDONESIA GIANYAR, GIANYAR",20.0,3.0,1.0,1.0,60.0,110.0
rumah baru dijual murah 5 menit ke pusat koya gianyar,430000000.0,"BITERA, GIANYAR, BALI BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
rumah batu intan gianyar bali,1300000000.0,"BAU INTAN GIANYAR BALI GIANYAR, GIANYAR",4.0,3.0,1.0,1.0,162.0,200.0
rumah 2 lantai murah dekat terminal batubulan,900000000.0,"BATUBULAN KANGIN BATUBULAN KANGIN, GIANYAR",10.0,3.0,2.0,2.0,120.0,100.0
rumah baru batubulan,730000000.0,"BATUBULAN, GIANYAR",10.0,3.0,2.0,1.0,70.0,100.0
rumah dijual murah under 500juta di bitera gianyar,455000000.0,"BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
sale rumah siap huni 400 jutaan 5 menit ke pusat kota gianyar,430000000.0,"BITERA, GIANYAR, BALI BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
rumah villa cantik paling murah di bali dekat ubud center,1980000000.0,"KECAMATAN UBUD, KABUPATEN GIANYAR, BALI UBUD, GIANYAR",10.0,2.0,2.0,1.0,85.0,120.0
"dijual rumah minimalis ekonomis free pajak mulai 300 jtan di pering, g",370000000.0,"BLAHBATUH, GIANYAR",4.0,2.0,1.0,1.0,40.0,72.0
rumah cantik murah di bitera gianyar,430000000.0,"BITERA BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
dijual rumah minimalis siap huni murah,340000000.0,"BLAHTABUH BLAHBATUH, GIANYAR",10.0,2.0,1.0,1.0,36.0,65.0
rumah inden 2 lantai di batubulan kangin luas tanah 1 are,900000000.0,"BATUBULAN KANGIN, GIANYAR",8.0,3.0,2.0,2.0,120.0,100.0
dijual rumah minimalis dekat terminal batubulan,750000000.0,"JALAN RAYA BATUBULAN SUKAWATI, GIANYAR",10.0,3.0,1.0,1.0,150.0,179.0
dijual rumah murah under 500 juta bisa kpr di kota gianyar,455000000.0,"BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
rumah bali di batu bulan gianyar,1200000000.0,"JL BATU INTAN, BATUBULAN, KAB GIANYAR BATUBULAN, GIANYAR",4.0,3.0,1.0,1.0,162.0,200.0
"rumah murah, 400 jutaan, terlaris di gianyar, bali",455000000.0,"BANJAR PACUNG, GIANYAR, BALI BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
"rumah tipe 45, lingkungan nyaman dapat view sawah",455000000.0,"GIANYAR, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
dijual rumah inden lt1 harga 685jt di batubulan bali,685000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,65.0,100.0
dijual rumah murah di bitera gianyar luas tanah 1 are,455000000.0,"BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
"rumah dengan gapura yg megah, ukiran di pintu utama, kesan mewah tapi ,murah",1200000000.0,"JL BATU INTAN V, BATUBULAN, GIANYAR BATUBULAN, GIANYAR",4.0,3.0,1.0,1.0,162.0,200.0
rumah siap huni di gianyar bali murah bisa kpr,575000000.0,"BLAHBATUH, GIANYAR",20.0,2.0,2.0,1.0,55.0,115.0
rumah cantik siap huni batubulan,858000000.0,"BATUBULAN, GIANYAR",10.0,3.0,1.0,1.0,55.0,75.0
rumah baru jl. smki batubulan gianyar bali,675000000.0,"SUKAWATI, GIANYAR",4.0,3.0,2.0,1.0,60.0,100.0
miliki rumah 2 lt under 900 juta di batubulan bali,875000000.0,"BATUBULAN KANGIN, GIANYAR",4.0,3.0,2.0,2.0,115.0,125.0
rumah minimalis lantai 2 dikawasan batubulan,720000000.0,"BATUBULAN, GIANYAR",6.0,3.0,2.0,2.0,100.0,65.0
dijual rumah inden 2 lantai harga murah 800 jutaan bonus gazebo,875000000.0,"BATUBULAN KANGIN, GIANYAR, BALI BATUBULAN KANGIN, GIANYAR",8.0,3.0,2.0,2.0,115.0,125.0
jual rumah cluster lantai 2 lokasi di sukawati bali,2500000000.0,"SUKAWATI, GIANYAR",4.0,4.0,4.0,2.0,200.0,200.0
dijual segera rumah lantai 1,650000000.0,"GIANYAR, GIANYAR",20.0,3.0,2.0,1.0,80.0,150.0
rumah dikawsan batubulan,670000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,60.0,100.0
rumah 2 lantai dikawasan batubulan sukawati,780000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,2.0,150.0,90.0
"dijual rumah minimalis 500jutaan, akses mobil di batubulan",580000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,50.0,75.0
jual rumah siap huni 2 kamar cebaang serongga gianyar 400 juta,400000000.0,"CEBAANG SERONGGA GIANYAR SERONGGA, GIANYAR",4.0,2.0,1.0,1.0,50.0,86.0
dijual rumah inden,665000000.0,"BATUBULAN, GIANYAR",4.0,3.0,2.0,1.0,60.0,100.0
jual rumah siap huni di pusat kota gianyar bali,425000000.0,"GIANYAR, GIANYAR",4.0,2.0,1.0,1.0,45.0,80.0
rumah baru siap huni struktur lantai 2 dikawasan batubulan gianyar,685000000.0,"BATUBULAN KANGIN, GIANYAR",4.0,3.0,2.0,2.0,65.0,100.0
jual rumah murah pemandangan sawah batubulan sukawati gianyar,600000000.0,"BATUBULAN KEL., SUKAWATI, GIANYAR, INDONESIA SUKAWATI, GIANYAR",10.0,3.0,2.0,1.0,77.0,77.0
rumah murah 5 menit ke pusat kota gianyar hanya 400 jutaan,430000000.0,"BITERA, GIANYAR, BALI BITERA, GIANYAR",20.0,2.0,1.0,1.0,45.0,100.0
rumah baru 2 lantai taman nuansa tjampuhan gianyar bali,1250000000.0,"GIANYAR, GIANYAR",8.0,3.0,2.0,2.0,120.0,100.0
dijual rumah indent lantai 2 batubulan,1100000000.0,"SUKAWATI, GIANYAR",8.0,3.0,2.0,2.0,110.0,100.0
dijual rumah 3 lantai di kor jimbaran,1800000000.0,"JIMBARAN, BADUNG",8.0,5.0,3.0,3.0,200.0,169.0
rumah villa luxury di pusat canggu,3999000000.0,"CANGGU DEKAT PANTAI CANGGU, BADUNG",10.0,2.0,2.0,2.0,160.0,122.0
rumah baru modern minimalis di jimbaran,1800000000.0,"JIMBARAN, BADUNG",5.0,3.0,3.0,2.0,135.0,120.0
dijual rumah lantai 2 lingkungan elit di muding mundeh gatsu barat,1800000000.0,"KEROBOKAN, BADUNG",4.0,3.0,2.0,2.0,180.0,129.0
