title,harga,alamat,parkir_motor,kamar_tidur,kamar_mandi,jmlh_lantai,luas_bangunan,luas_tanah,kabupaten
rumah cantik paling murah dekat bypass ida bagus mantra,425000000,"sukawati, gianyar-bali sukawati, gianyar",20,2,1,1,45,100,gianyar
"dijual rumah indent & tanah kavling include pajak hrg 400 jtan pering,",485000000,"pering, gianyar",20,2,1,1,45,100,gianyar
rumah siap huni batubulan,740000000,"batubulan, gianyar",10,3,2,1,70,100,gianyar
rumah murah buc lokasi di gandapura supratman kota denpasar timur,1300000000,"sukawati, gianyar",4,4,3,1,150,160,gianyar
rumah kawasan villa di kemenuh ubud gianyar,2000000000,"ubud, gianyar",20,2,2,1,150,200,gianyar
rumah di bypass gianyar dekat pantai,1150000000,"jalan raya pering bypass ib mantra blahbatuh, gianyar",8,3,2,2,130,100,gianyar
rumah strategis dekat halte bus batubulan,550000000,"sukawati, gianyar",20,2,1,1,40,100,gianyar
rumah indent batubulan,795000000,"batubulan, gianyar",8,3,2,2,80,75,gianyar
rumah siap huni di batu bulan,665000000,"batubulan, gianyar",4,3,2,1,65,100,gianyar
dijual rumah elegant semi furnish di harmony residence bali villa,2350000000,"harmony residence bali villa sukawati, gianyar",4,2,2,1,162,168,gianyar
for sale rumah modern minimalis berlokasi di batubulan,560000000,"batubulan, gianyar",4,3,2,1,50,75,gianyar
rumah 500jutaan siap huni di batubulan akses mobil,560000000,"sukawati, gianyar",10,2,1,1,50,78,gianyar
rumah inden desain modern harga murah di batubulan,685000000,"sukawati, gianyar",4,3,2,2,65,100,gianyar
rumah lokasi di batubulan dekat jalan utama batubulan gianyar,800000000,"sukawati, gianyar",8,3,2,2,100,75,gianyar
rumah hook 200m2 di batubulan,1300000000,"batubulan, gianyar",10,4,3,1,180,200,gianyar
rumah second lantai 1 asri dan nyaman dikawasan batubulan kangin,750000000,"batubulan kangin, gianyar",20,3,1,1,80,150,gianyar
dijual rumah murah lokasi ubud central kedewatan gianyar bali,1100000000,"jalan raya kedewatan i, gianyar 80571, indonesia ubud, gianyar",20,4,2,1,123,200,gianyar
dijual rumah second dikawasan pasekan batubulan,750000000,"batubulan, gianyar",20,3,1,1,80,150,gianyar
dijual rumah dikawasan batubulan,670000000,"batubulan, gianyar",4,3,2,1,60,100,gianyar
jual rumah di jalan cinderawasih kabupaten gianyar bali,723000000,"jl. cendrawasih, beng - anna vangogh gianyar, gianyar",8,3,2,2,130,100,gianyar
rumah siap huni murah di sukawati dekat bali zoo,580000000,"sukawati, gianyar",4,3,2,1,50,75,gianyar
rumah di jual murah lokasi di penatih dekat tohpati kota denpasar,550000000,"sukawati, gianyar",10,2,1,1,50,80,gianyar
rumah luas 125 m² lokasi sanur kota denpasar timur,1050000000,"sukawati, gianyar",20,3,2,1,60,125,gianyar
rumah exclusive semi villa di ubud bali,2200000000,"ubud, gianyar",6,2,2,2,160,120,gianyar
miliki sekarang juga rumah 2 lantai harga 900jtan dekat terminal batub,965000000,"sukawati, gianyar",8,3,2,2,115,100,gianyar
rumah siap huni di dekat clandys batu bulan,690000000,"batubulan, gianyar",10,3,2,1,70,100,gianyar
rumah baru blahbatu gianyar bali,2200000000,"belega kel., blahbatuh, gianyar, indonesia blahbatuh, gianyar",20,3,2,1,142,200,gianyar
rumah murah luas tanah 1 are di blahbatuh gianyar,615000000,"blahbatuh, gianyar",20,2,2,1,55,115,gianyar
rumah 5 kt dalam komplek perumahan security 24 jam,1325000000,"batubulan, gianyar",10,5,4,2,154,99,gianyar
"dijual cepat rumah siap huni, bebas pajak, dekat rs ganesha, bali",615000000,"dekat rs ganesha, batubulan, sukawati, gianyar, bali sukawati, gianyar",10,2,1,1,50,80,gianyar
rumah minimalis di batuyang batubulan gianyar,1300000000,"jalan batuyang, gianyar 80582, indonesia batubulan, gianyar",10,4,3,1,180,200,gianyar
rumah baru gress dekat terminal batu bulan,690000000,"batubulan, gianyar",4,3,2,1,85,100,gianyar
rumah baru lantai 1 dikawasan batubulan gianyar bali,670000000,"batubulan, gianyar",4,3,2,1,65,100,gianyar
dijual perumahan one gate under 500jt dekat kota gianyar,455000000,"bitera, gianyar",20,2,1,1,45,100,gianyar
rumah lantai 2 siap huni di ubud,2700000000,"mas, gianyar",8,3,3,2,200,183,gianyar
rumah cantik gianyar,2400000000,"gianyar, indonesia gianyar, gianyar",4,4,2,1,185,200,gianyar
rumah one gate sistem di perumahan citraland ubung denpasar,2750000000,"ubud, gianyar",8,3,3,2,148,128,gianyar
rumah murah siap huni 580 jutaan di batubulan gianyar,580000000,"sukawati, gianyar",4,3,2,1,50,75,gianyar
dijual rumah murah di pring river reciden,1150000000,"pering, gianyar",8,3,2,2,130,100,gianyar
rumah baru di area campuhan saba gianyar,1200000000,"saba, gianyar",10,3,2,2,110,100,gianyar
dijual rumah baru siap huni style villa di kawasan batubulan gianyar,675000000,"sukawati, gianyar",4,3,2,1,60,100,gianyar
rumah baru lantai 1 di area batubulan gianyar bali,725000000,"sukawati, gianyar",10,3,2,1,70,100,gianyar
"jual rumah di guwang gianyar, luas 87 m2 dan siap huni",445000000,"jalan raya guwang, gianyar 80582, indonesia guwang, gianyar",20,2,1,1,36,87,gianyar
"rumah bagus dijual area batubulan, sukawati gianyar",630000000,"sukawati, gianyar",10,2,1,1,45,75,gianyar
"rumah bagus dijual area batubulan, sukawati gianyar",630000000,"batubulan, gianyar",10,2,1,1,45,75,gianyar
dijual rumah cluster di ubud - damara village ubud alaya collection,3871000000,"kedewatan, gianyar",10,2,3,2,104,103,gianyar
rumah siap huni belakang rs ganesha batubulan bali,615000000,"sukawati, gianyar",10,2,1,1,50,80,gianyar
dijual rumah 150m2 di pasekan batubulan,750000000,"batubulan, gianyar",20,2,1,1,80,150,gianyar
rumah 2 lantai dikawasan batuyang gianyar bali,1300000000,"batubulan kangin, gianyar",10,4,3,2,180,200,gianyar
rumah di pantai saba ketewel gianyar,1900000000,"saba, gianyar",8,3,4,1,110,121,gianyar
dijual / disewakan rumah di taman nuansa tjampuhan - hsfo,1200000000,"perumahan taman nuansa tjampuhan, gianyar 80581, indonesia pering, gianyar",20,3,3,2,150,200,gianyar
jual rumah 2 lantai di batubulan gianyar,700000000,"batubulan kangin kel., sukawati, gianyar, indonesia batubulan kangin, gianyar",8,4,2,2,185,100,gianyar
dijual 2 rumah ready unit strategis pool 600 jt/unit sukawati gianyar,600000000,"sukawati, gianyar",4,1,1,1,60,100,gianyar
dijual rumah cantik mjinimalis under 500jt di kota gianyar,455000000,"bitera, gianyar",20,2,1,1,45,100,gianyar
dijual rumah di taman nuansa tjampuhan pantai saba gianyar,1200000000,"jalan pantai saba, gianyar 80581, indonesia saba, gianyar",20,3,3,2,150,200,gianyar
rumah semi villa view cantik di tegenungan gianyar,2100000000,"sukawati, gianyar",8,2,2,2,230,100,gianyar
dijual rumah siap huni harga murah di celuk batubulan,640000000,"sukawati, gianyar",20,2,1,1,50,100,gianyar
hunian sangat strategis dekat rumah sakit kasih ibu saba,1300000000,"blahbatuh, gianyar",20,3,2,1,150,200,gianyar
rumah 3 kamar di pering gianyar,1150000000,"gianyar pering, gianyar",10,3,2,1,72,100,gianyar
rumah modern lantai 1,650000000,"gianyar, indonesia gianyar",4,2,2,1,65,100,gianyar
rumah second lantai 1 dikawasan batubulan gianyar bali,570000000,"batubulan, gianyar",4,3,1,1,65,103,gianyar
"dijual rumah villa damara village ubud alaya collection di ubud, bali lt 126m2 (3br) shm rp 5m",5000000000,"ubud, gianyar",4,3,3,2,126,126,gianyar
dijual rumah villa damara village di ubud,3500000000,"ubud, gianyar",8,2,3,2,104,100,gianyar
dijual rumah lantai 2 dikawasan batubulan,850000000,"batubulan, gianyar",4,4,3,2,120,72,gianyar
dijual rumah dikawasan batubulan,665000000,"batubulan, gianyar",4,3,2,1,60,100,gianyar
jual rumah baru type 45 2 kamar batubulan sukawati gianyar,550000000,"batubulan kel., sukawati, gianyar, indonesia sukawati, gianyar",4,2,1,1,45,64,gianyar
rumah buc lokasi di supratman dekat gatsu kota denpasar timur,1100000000,"sukawati, gianyar",4,2,3,1,150,160,gianyar
"rumah baru indent gandapura, kesiman kota denpasar",950000000,"sukawati, gianyar",8,3,2,2,100,74,gianyar
rumah baru desain minimalis lokasi di sasih batubulan gianyar,750000000,"sukawati, gianyar",8,3,2,2,90,75,gianyar
"rumah baru lantai 2 lokasi di jalan siulan pnatih , kota dnpasar timur",525000000,"sukawati, gianyar",4,2,1,2,45,50,gianyar
rumah baru lokasi renon pusat kota denpasar,850000000,"sukawati, gianyar",8,3,2,2,60,50,gianyar
rumah di batubulan gianyar bali,1200000000,"sukawati, gianyar",4,3,1,1,162,200,gianyar
"jual rumah 2 lantai, luas 1 are di pering gianyar dekat by pass",1150000000,"gianyar bali pering, gianyar",8,3,2,2,130,100,gianyar
rumah 2 lantai di kawasan pering gianyar bali,1150000000,"pering, gianyar",8,3,2,2,130,100,gianyar
for sale rumah masih baru 2are sudah dak 2lt belega blahbatuh gianyar,2200000000,"jl blega blahbatuh gianyar bali blahbatuh, gianyar",20,3,3,2,142,200,gianyar
rumah villa modern minimalis di gianyar batubulan bali.,2100000000,"batubulan kel., sukawati, gianyar, indonesia batubulan, gianyar",10,3,4,2,300,130,gianyar
unit terbatas rumah cantik type besar termurah di gianyar bali,515000000,"sukawati, gianyar, bali sukawati, gianyar",20,2,1,1,60,100,gianyar
for sale rumah cantik berlokasi di sukawati,1200000000,"sukawati sukawati, gianyar",4,4,3,2,160,100,gianyar
dijual rumah saba ketewel,1900000000,"ketewel, gianyar",4,3,4,1,110,121,gianyar
dijual rumah semi villa lokasi kemenuh gianyar bali,1100000000,"jalan desa kemenuh, gianyar 80582, indonesia kemenuh, gianyar",8,4,4,2,200,180,gianyar
rumah lantai 2 deket obyek wisata,2000000000,"kemenuh, gianyar",20,2,2,2,150,200,gianyar
dijual rumah minimalis dikawasan batubulan gianyar bali,1300000000,"batubulan, gianyar",10,4,3,1,180,200,gianyar
dijual rumah lantai 1 minimalis dikawasan batubulan,650000000,"batubulan, gianyar",4,3,2,1,65,100,gianyar
dijual rumah siap huni di kawasan pasekan batubulan,685000000,"batubulan, gianyar",4,3,2,1,65,100,gianyar
"rumah lantai 2 dengan view sawah lokasi blahbatuh, gianyar",2400000000,"jln. saba blahbatuh, gianyar - bali blahbatuh, gianyar",10,4,3,2,350,370,gianyar
rumah baru lantai 1 siap huni di pasekan sukawati gianyar,685000000,"batubulan kangin, gianyar",4,3,2,1,65,100,gianyar
for sale rumah balinese style berlokasi di batubulan,1200000000,"batubulan, gianyar",4,3,1,1,162,200,gianyar
dijual rumah lokasi tenang dan nyaman di gianyar,2350000000,"gianyar gianyar, gianyar",4,4,1,1,185,200,gianyar
rumah siap huni bonus canopy dan kitchen set di batubulan,650000000,"batubulan kangin, gianyar, bali batubulan kangin, gianyar",10,3,2,1,65,100,gianyar
jual rumah minimalis area gianyar ubud,480000000,gianyar,10,2,1,1,60,90,gianyar
dijual rumah siap huni di keramas bali,340000000,"keramas, gianyar",4,2,1,1,36,65,gianyar
dijual rumah desain minimalis siap huni area batubulan,590000000,"batubulan, gianyar",8,2,2,2,80,57,gianyar
rumah lantai 1 siap huni di batubulan,2200000000,"batubulan, gianyar",20,2,2,1,100,150,gianyar
"rumah 2 lantai, style villa, dekat ubud di batubulan, bali",930000000,"pondok batuasri, batubulan, gianyar batubulan, gianyar",8,4,3,2,90,100,gianyar
rumah murah 400 jutaan dekat pusat kota gianyar,455000000,"jalan sawo, bitera bitera, gianyar",20,2,1,1,45,100,gianyar
rumah 3 kamar view samping pesawahan lokasi gianyar kota,624500000,"jalan mulawarman, gianyar 80515, indonesia gianyar, gianyar",20,3,1,1,60,110,gianyar
rumah baru dijual murah 5 menit ke pusat koya gianyar,430000000,"bitera, gianyar, bali bitera, gianyar",20,2,1,1,45,100,gianyar
rumah batu intan gianyar bali,1300000000,"bau intan gianyar bali gianyar, gianyar",4,3,1,1,162,200,gianyar
rumah 2 lantai murah dekat terminal batubulan,900000000,"batubulan kangin batubulan kangin, gianyar",10,3,2,2,120,100,gianyar
rumah baru batubulan,730000000,"batubulan, gianyar",10,3,2,1,70,100,gianyar
rumah dijual murah under 500juta di bitera gianyar,455000000,"bitera, gianyar",20,2,1,1,45,100,gianyar
sale rumah siap huni 400 jutaan 5 menit ke pusat kota gianyar,430000000,"bitera, gianyar, bali bitera, gianyar",20,2,1,1,45,100,gianyar
rumah villa cantik paling murah di bali dekat ubud center,1980000000,"kecamatan ubud, kabupaten gianyar, bali ubud, gianyar",10,2,2,1,85,120,gianyar
"dijual rumah minimalis ekonomis free pajak mulai 300 jtan di pering, g",370000000,"blahbatuh, gianyar",4,2,1,1,40,72,gianyar
rumah cantik murah di bitera gianyar,430000000,"bitera bitera, gianyar",20,2,1,1,45,100,gianyar
dijual rumah minimalis siap huni murah,340000000,"blahtabuh blahbatuh, gianyar",10,2,1,1,36,65,gianyar
rumah inden 2 lantai di batubulan kangin luas tanah 1 are,900000000,"batubulan kangin, gianyar",8,3,2,2,120,100,gianyar
dijual rumah minimalis dekat terminal batubulan,750000000,"jalan raya batubulan sukawati, gianyar",10,3,1,1,150,179,gianyar
dijual rumah murah under 500 juta bisa kpr di kota gianyar,455000000,"bitera, gianyar",20,2,1,1,45,100,gianyar
rumah bali di batu bulan gianyar,1200000000,"jl batu intan, batubulan, kab gianyar batubulan, gianyar",4,3,1,1,162,200,gianyar
"rumah murah, 400 jutaan, terlaris di gianyar, bali",455000000,"banjar pacung, gianyar, bali bitera, gianyar",20,2,1,1,45,100,gianyar
"rumah tipe 45, lingkungan nyaman dapat view sawah",455000000,"gianyar, gianyar",20,2,1,1,45,100,gianyar
dijual rumah inden lt1 harga 685jt di batubulan bali,685000000,"batubulan, gianyar",4,3,2,1,65,100,gianyar
dijual rumah murah di bitera gianyar luas tanah 1 are,455000000,"bitera, gianyar",20,2,1,1,45,100,gianyar
"rumah dengan gapura yg megah, ukiran di pintu utama, kesan mewah tapi ,murah",1200000000,"jl batu intan v, batubulan, gianyar batubulan, gianyar",4,3,1,1,162,200,gianyar
rumah siap huni di gianyar bali murah bisa kpr,575000000,"blahbatuh, gianyar",20,2,2,1,55,115,gianyar
rumah cantik siap huni batubulan,858000000,"batubulan, gianyar",10,3,1,1,55,75,gianyar
rumah baru jl. smki batubulan gianyar bali,675000000,"sukawati, gianyar",4,3,2,1,60,100,gianyar
miliki rumah 2 lt under 900 juta di batubulan bali,875000000,"batubulan kangin, gianyar",4,3,2,2,115,125,gianyar
rumah minimalis lantai 2 dikawasan batubulan,720000000,"batubulan, gianyar",6,3,2,2,100,65,gianyar
dijual rumah inden 2 lantai harga murah 800 jutaan bonus gazebo,875000000,"batubulan kangin, gianyar, bali batubulan kangin, gianyar",8,3,2,2,115,125,gianyar
jual rumah cluster lantai 2 lokasi di sukawati bali,2500000000,"sukawati, gianyar",4,4,4,2,200,200,gianyar
dijual segera rumah lantai 1,650000000,"gianyar, gianyar",20,3,2,1,80,150,gianyar
rumah dikawsan batubulan,670000000,"batubulan, gianyar",4,3,2,1,60,100,gianyar
rumah 2 lantai dikawasan batubulan sukawati,780000000,"batubulan, gianyar",4,3,2,2,150,90,gianyar
"dijual rumah minimalis 500jutaan, akses mobil di batubulan",580000000,"batubulan, gianyar",4,3,2,1,50,75,gianyar
jual rumah siap huni 2 kamar cebaang serongga gianyar 400 juta,400000000,"cebaang serongga gianyar serongga, gianyar",4,2,1,1,50,86,gianyar
dijual rumah inden,665000000,"batubulan, gianyar",4,3,2,1,60,100,gianyar
jual rumah siap huni di pusat kota gianyar bali,425000000,"gianyar, gianyar",4,2,1,1,45,80,gianyar
rumah baru siap huni struktur lantai 2 dikawasan batubulan gianyar,685000000,"batubulan kangin, gianyar",4,3,2,2,65,100,gianyar
jual rumah murah pemandangan sawah batubulan sukawati gianyar,600000000,"batubulan kel., sukawati, gianyar, indonesia sukawati, gianyar",10,3,2,1,77,77,gianyar
rumah murah 5 menit ke pusat kota gianyar hanya 400 jutaan,430000000,"bitera, gianyar, bali bitera, gianyar",20,2,1,1,45,100,gianyar
rumah baru 2 lantai taman nuansa tjampuhan gianyar bali,1250000000,"gianyar, gianyar",8,3,2,2,120,100,gianyar
dijual rumah indent lantai 2 batubulan,1100000000,"sukawati, gianyar",8,3,2,2,110,100,gianyar
dijual rumah 3 lantai di kor jimbaran,1800000000,"jimbaran, badung",8,5,3,3,200,169,badung
rumah villa luxury di pusat canggu,3999000000,"canggu dekat pantai canggu, badung",10,2,2,2,160,122,badung
rumah baru modern minimalis di jimbaran,1800000000,"jimbaran, badung",5,3,3,2,135,120,badung
dijual rumah lantai 2 lingkungan elit di muding mundeh gatsu barat,1800000000,"kerobokan, badung",4,3,2,2,180,129,badung
rumah strategis harga ekonomis,663000000,"jimbaran, badung",4,2,1,1,34,55,badung
dijual rumah baru renovasi total murah dan langka,3900000000,"sanur kel., denpasar selatan, denpasar, indonesia seminyak, badung",10,4,3,1,350,350,badung
rumah murah dalam cluster premium area jimbaran bali,575000000,"jimbaran,bali jimbaran, badung",10,2,1,1,30,50,badung
rumah semi villa clasik perumahan elite branda mumbul - benoa,1750000000,"jl. pula sari ii, gg tunjung sari benoa, badung",10,3,3,2,145,147,badung
dijual rumah dua lantai luas lokasi jimbaran,950000000,"jimbaran, badung",4,3,3,2,130,140,badung
rumah baru jimbaran murah,1000000000,"jalan jimbaran pusat bukit jimbaran, badung",10,3,2,1,100,100,badung
dijual rumah minimalis kekinian nusa dua,1600000000,"nusa dua, badung",20,2,3,1,150,200,badung
turun harga dijual cepat rumah 1lt siap huni di puri gading,1200000000,"puri gading, badung",20,2,2,1,85,135,badung
buc dijual rumah cantik konsep villa kuta,1800000000,"kuta, badung",8,3,4,2,120,113,badung
rumah cantik di puri gading jimbaran,1300000000,"puri gading, badung",4,2,2,1,90,117,badung
dijual rumah hunian cozy minimalis di dalung,1300000000,"dalung, badung",4,3,3,1,101,118,badung
rumah modern minimalis lokasi perumahan mewah pecatu,1950000000,"pecatu, badung",6,3,3,2,200,165,badung
rumah baru murah di jimbaran hanya 600 jutaan,600000000,"jalan poh gading jimbaran kuta, badung",10,2,1,1,30,50,badung
rumah minimalis terawat kawasan perumahan,1700000000,"jimbaran, badung",20,4,4,1,150,200,badung
rumah di puri gading,1900000000,"jimbaran, badung",10,4,2,1,180,200,badung
dijual rumah murah minimalis dekat gwk,700000000,"uluwatu, badung",20,2,1,1,55,124,badung
rumah dijual dekat kampus unud jimbaran,800000000,"jimbaran, badung",8,4,2,2,100,80,badung
dijual rumah minimalis lokasi ungasan,650000000,"ungasan, badung",4,4,2,1,116,150,badung
dijual rumah dekat kawasan wisata jimbaran,900000000,"jimbaran, badung",4,3,2,1,70,83,badung
rumah minimalis pinggir jalan raya bali clip ungasan,1150000000,"jalan bali cliff, badung 80363, indonesia ungasan, badung",20,3,2,1,73,125,badung
rumah baru murah di jimbaran,1300000000,"kuta, badung",4,3,2,1,100,100,badung
rumah baru murah di jimbaran 600 jutaan,600000000,"jalan raya poh gading jimbaran bali jimbaran, badung",10,2,1,1,30,50,badung
dijual rumah minimalis di padonan dekat canggu,850000000,"canggu, badung",4,3,1,1,62,100,badung
dijual rumah modern siap huni denpasar,1500000000,"jimbaran, badung",6,3,2,2,138,102,badung
rumah murah ala villa di seminyak,2245000000,"kuta, badung",8,3,3,2,140,117,badung
rumah baru buc puri gading jimbaran bali dijual murah,1600000000,"jalan raya puri gading jimbaran bukit jimbaran, badung",10,4,2,2,113,100,badung
rumah nusa dua perdana giri cluster,470000000,"nusa dua, badung",10,2,1,1,30,60,badung
rumah baru minimalis jimbaran,1800000000,"jimbaran, badung",10,3,3,2,135,120,badung
super murah rumah cantik 4 kamar tidur di abianbase badung,1750000000,"abianbase mengwi, badung",20,4,4,1,126,204,badung
brand-new rumah semi villa di puri gading,1600000000,"puri gading, badung",10,3,3,2,113,100,badung
"dijual rumah di bali cliff, ungasan, bali",650000000,"balicliff, ungasan, badung, bali ungasan, badung",4,2,1,1,75,85,badung
butuh jual cepat rumah style semi villa,1800000000,badung,8,3,3,2,120,108,badung
hunian rumah minimalis di canggu-bali greenlot residence,2650000000,"canggu, badung",6,4,4,2,183,150,badung
dijual cepat rumah kawasan komplek ungasan,1400000000,"ungasan, badung",8,3,2,2,120,110,badung
"investasi terbaik, jual cepat rumah 2 lantai siap huni",1600000000,jl terrace campus | private residence terrace campus badung,6,3,2,2,100,108,badung
rumah baru one gate di seminyak kuta,1775000000,"jalan raya sunsetroad seminyak kuta seminyak, badung",10,3,2,1,100,100,badung
